,Template,edit_site,change_H,change_C,change_S,Frequency
26603,[N:7].[c:6]1:[c:5]:[c:4]:[n:3]:[c:2]:[n:1]:1>>[N:1]-[C:2]=[N:3].C-N(-C)-[C:4]=[C:5]-[C:6]=O.[N:7]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_201000-1_0000000_0000000,"{'A': [7], 'B': [(3, 4), (1, 6)], 'C': [], 'R': []}","{2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 1: 2, 7: -1}","{2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 1: 0, 7: 0}","{2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 1: 0, 7: 0}",1
26604,[N:1]>>N-C-C-C-C-[C@@H](-N)-C(=O)-[N:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
26605,[c:4]-[S:3]-[C:2]=[O:1]>>[K]-[O:1]-[C:2]=[S:3].F-C(-F)(-F)-S(=O)(=O)-O-[c:4]_0000_0000_0000,"{'A': [1], 'B': [(3, 4)], 'C': [], 'R': []}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}",1
26606,[O:4].[n:5].[O:1]=[c:2]:[n:3]>>C-[O:1]-[c:2]:[n:3].C-[Si](-C)(-C)-C-C-O-C-[O:4].C-C(-C)(-C)-O-C(=O)-[n:5]_00-1-1-1_00000_00000,"{'A': [5, 1, 4], 'B': [], 'C': [], 'R': [3, 3]}","{5: -1, 2: 0, 1: 0, 3: -1, 4: -1}","{5: 0, 2: 0, 1: 0, 3: 0, 4: 0}","{5: 0, 2: 0, 1: 0, 3: 0, 4: 0}",1
26607,[n:1]-[P:2]>>[n:1].O-[P:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
26608,[O:2].[O:1]=[C:3]-[N:4]>>[K]-[O:1].C-C-[O:2].[C:3]#[N:4]_1-10-2_0000_0000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -1, 3: 0, 4: -2, 1: 1}","{2: 0, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}",2
26609,[C:1]1-[C:2]=[C:3]-1>>C-S(=O)(=O)-O-[C:1]1-[C:2]-[C:3]-1-[Si](-C)(-C)-C_01-1_000_202,"{'A': [3, 1], 'B': [], 'C': [], 'R': []}","{3: -1, 2: 1, 1: 0}","{3: 0, 2: 0, 1: 0}","{3: 2, 2: 0, 1: 2}",2
26610,[N:1]-[C:2]>>[N:1].C-O-C-C-N-C-c1:c:c:c(-c2:c:c3:n:c:c:c(-O-c4:c:c:c(-N-[C:2]):c:c:4-F):c:3:s:2):n:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
26611,[O:1].[n:2]>>C-C(=O)-[O:1].C-c1:c:c(-C):c(-S(=O)(=O)-[n:2]):c(-C):c:1_-1-1_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: -1, 1: -1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
26612,[O:3].[c:1]-[S:2]>>I-[c:1].[Na]-[S:2].[O:3]-C-c1:c:c:c:c:c:1_00-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
26613,[N:3].[C:1]-[c:2]>>I-[C:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C.C-C(-C)(-C)-O-C(=O)-[N:3]-C-O-C-C-[Si](-C)(-C)-C_00-2_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0, 3: -2}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
26614,[N:3].[N:1]-[c:2]>>[N:1].[c:2].C-C(-C)(-C)-O-C(=O)-[N:3]_11-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 1: 1, 2: 1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
26615,[O:1].[S:2]>>C-C-[O:1].N-C(=[NH2+])-[S:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
26616,[n:3].[N:1]-[c:2]>>[N:1].O-B(-O)-[c:2].C-C(-C)(-C)-O-C(=O)-[n:3]_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
26617,[O:2].[O:3].[O:4].[O:5].[O:6].[O:1]>>C-[O:1].C-C(=O)-[O:2].C-C(=O)-[O:3].C-C(=O)-[O:4].[O:5]-C-c1:c:c:c:c:c:1.[O:6]-C-c1:c:c:c:c:c:1_-1-1-1-1-1-1_000000_000000,"{'A': [1, 6, 5, 4, 3, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 6: -1, 5: -1, 4: -1, 3: -1, 2: -1}","{1: 0, 6: 0, 5: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 6: 0, 5: 0, 4: 0, 3: 0, 2: 0}",1
26618,[N:3].[n:1]-[C:2]>>[n:1].Br-[C:2].C-O-c1:c:c:c(-C-[N:3]):c:c:1_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",2
26619,[O:3].[O:4].[O:5].[O:6].[O:7].[c:1]-[C:2]>>Cl-[c:1].[C:2]-[Na].C-C(=O)-[O:3].C-C(=O)-[O:4].C-C(=O)-[O:5].C-C(=O)-[O:6].C-C(=O)-[O:7]_00-1-1-1-1-1_0000000_0000000,"{'A': [3, 7, 6, 5, 4], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 7: -1, 6: -1, 5: -1, 4: -1, 1: 0, 2: 0}","{3: 0, 7: 0, 6: 0, 5: 0, 4: 0, 1: 0, 2: 0}","{3: 0, 7: 0, 6: 0, 5: 0, 4: 0, 1: 0, 2: 0}",1
26620,[O:1].[C:2]-[C:4]-[N:3]>>C-[O:1].[C:2]-[N:3]-[C:4]_-10-11_0000_0000,"{'A': [3, 1], 'B': [(2, 4)], 'C': [], 'R': []}","{3: -1, 4: 1, 2: 0, 1: -1}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}",2
26621,[c:1]-[c:2]>>Cl-[c:1].C-O-B(-[c:2])-O-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
26622,[S:1]-[C:2]-[C:3]-[S:4]>>[Br:1]-[C:2]-[C:3]-[Br:4]_-100-1_0000_0000,"{'A': [], 'B': [], 'C': [(2, 1), (1, 2), (3, 4), (4, 3)], 'R': []}","{2: 0, 3: 0, 4: -1, 1: -1}","{2: 0, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}",1
26623,[O:2].[O:1]>>C-C-[O:1].C-C-O-C(=O)-C-[O:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
26624,[O:2].[N:1]>>C-C(-C)(-C)-[S@](=O)-[N:1].C-C(-C)-[Si](-[O:2])(-C(-C)-C)-C(-C)-C_-1-1_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: -1, 1: -1}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
26625,[N:1]-[C:2]>>[N:1].C-n1:n:n:n(-[C:2]):c:1=S_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
26626,[N:1]>>I-c1:c:c:c(-C-S(=O)(=O)-[N:1]):c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
26627,[C:1]=[O:2]>>O-C-C(-O)-[C:1]-[O:2]_01_00_10,"{'A': [1], 'B': [], 'C': [], 'R': []}","{1: 0, 2: 1}","{1: 0, 2: 0}","{1: 1, 2: 0}",1
26628,[N:1]-[c:2].[N:3]-[c:4].[N:5]-[c:6].[N:7]-[c:8].[N:9]-[c:10].[N:11]-[c:12].[N:13]-[c:14].[N:15]-[c:16]>>[Cl:1]-[c:2].[Cl:3]-[c:4].[Cl:5]-[c:6].[Cl:7]-[c:8].[Cl:9]-[c:10].[Cl:11]-[c:12].[Cl:13]-[c:14].[Cl:15]-[c:16]_-20-20-20-20-20-20-20-20_0000000000000000_0000000000000000,"{'A': [], 'B': [], 'C': [(12, 11), (11, 12), (10, 9), (9, 10), (16, 15), (15, 16), (14, 13), (13, 14), (4, 3), (3, 4), (2, 1), (1, 2), (8, 7), (7, 8), (6, 5), (5, 6)], 'R': []}","{12: 0, 11: -2, 10: 0, 9: -2, 16: 0, 15: -2, 14: 0, 13: -2, 4: 0, 3: -2, 2: 0, 1: -2, 8: 0, 7: -2, 6: 0, 5: -2}","{12: 0, 11: 0, 10: 0, 9: 0, 16: 0, 15: 0, 14: 0, 13: 0, 4: 0, 3: 0, 2: 0, 1: 0, 8: 0, 7: 0, 6: 0, 5: 0}","{12: 0, 11: 0, 10: 0, 9: 0, 16: 0, 15: 0, 14: 0, 13: 0, 4: 0, 3: 0, 2: 0, 1: 0, 8: 0, 7: 0, 6: 0, 5: 0}",1
26629,[N:3].[C:2]=[C:1]-[N:4]>>O=[C:1]-[C:2].C-C(-C)(-C)-O-C(=O)-[N:3].C-C(-C)(-C)-O-C(=O)-[N:4]_01-10_0000_0000,"{'A': [3], 'B': [(1, 4)], 'C': [], 'R': []}","{1: 0, 2: 1, 3: -1, 4: 0}","{1: 0, 2: 0, 3: 0, 4: 0}","{1: 0, 2: 0, 3: 0, 4: 0}",1
26630,[n:1]:[n:2]-[C:3]>>[n:1]:[n:2].C-C(-C)-C(=O)-O-[C:3]_100_000_000,"{'A': [], 'B': [(2, 3)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
26631,[O:1].[C:4]1-[C:2]-[C:3]-[C:7]-[C:6]=[C:5]-1>>C-[O:1].[C:2]=[C:3].[C:4]=[C:5]-[C:6]=[C:7]_-1000000_0000000_0000000,"{'A': [1], 'B': [(2, 4), (3, 7)], 'C': [(6, 5), (5, 6)], 'R': []}","{1: -1, 2: 0, 3: 0, 7: 0, 4: 0, 5: 0, 6: 0}","{1: 0, 2: 0, 3: 0, 7: 0, 4: 0, 5: 0, 6: 0}","{1: 0, 2: 0, 3: 0, 7: 0, 4: 0, 5: 0, 6: 0}",1
26632,[c:1]-[C:2]>>[c:1].O=C1-C-C-C(=O)-N-1-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
26633,[c:2]:[c:4]:[c:3]:[n:1]>>[N:1].I-[c:2].[C:3]#[C:4]-[Cu]_100-1_0000_0000,"{'A': [], 'B': [(2, 4), (1, 3)], 'C': [], 'R': []}","{2: 0, 4: -1, 3: 0, 1: 1}","{2: 0, 4: 0, 3: 0, 1: 0}","{2: 0, 4: 0, 3: 0, 1: 0}",1
26634,[N:2].[N:1]>>C-C(-C)(-C)-O-C(=O)-[N:1]-C(=O)-O-C(-C)(-C)-C.C-O-c1:c:c:c(-C-[N:2]-C-c2:c:c:c(-O-C):c:c:2-O-C):c(-O-C):c:1_-2-2_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -2, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
26635,[N:1]>>C-O-P(=O)(-[N:1])-O-C_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
26636,[O:2].[O:1]-[C:3]>>C-[O:1].C-[O:2].Br-[C:3]_0-10_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -1, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",3
26637,[O:1]-[c:2]>>[O:1].[F]-[Bi](-[c:2])(-[c]1:c:c:c:c:c:1)(-[c]1:c:c:c:c:c:1)-[c]1:c:c:c:c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
26638,[n:1]:[c:6]:[c:5]:[c:4]:[n:2]:[n:3]>>[N:1].[n:2]:[n:3].C-O/[C:4]=[C:5]/[C:6]-O-C_101000_000000_000000,"{'A': [], 'B': [(2, 4), (1, 6)], 'C': [], 'R': []}","{2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 1: 1}","{2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 1: 0}",1
26639,[c:1]-[C:2]>>Br-[c:1].C-N1-C-C(=O)-O-B(-[C:2])-O-C(=O)-C-1_00_00_02,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 2, 1: 0}",1
26640,[c:1]:[o:4]:[n:3]:[c:2]>>C-C(-C)-C-O-[C:1].[C:2]=[N:3]\[O:4]_0001_0000_0000,"{'A': [], 'B': [(1, 4)], 'C': [(2, 3), (3, 2)], 'R': []}","{1: 0, 2: 0, 3: 0, 4: 1}","{1: 0, 2: 0, 3: 0, 4: 0}","{1: 0, 2: 0, 3: 0, 4: 0}",1
26641,[N:2].[N:1]>>C-C(-C)(-C)-O-C(=O)-[N:1].C=C-C-O-C(=O)-[N:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
26642,[O:2].[N:1]-[C:3]>>[N:1].C-[O:2].O=[N+](-[O-])-c1:c:c:c(-C-O-[C:3]):c:c:1_1-10_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -1, 1: 1, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
26643,[O:1]-[C:2]>>[O:1].O-C-C1(-O)-O-[C@H](-C-O-[C:2])-[C@@H](-O)-[C@H]-1-O_10_00_02,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 2, 1: 0}",1
26644,[O:6].[N:2]-[C:3]-[C:4]-[C:5]-[c:1]>>[c:1].[N:2].O=[C:3].[C:4]=[C:5].[O:6]-C-c1:c:c:c:c:c:1_11000-1_000000_000000,"{'A': [6], 'B': [(3, 4), (2, 3), (1, 5)], 'C': [], 'R': []}","{3: 0, 4: 0, 5: 0, 1: 1, 2: 1, 6: -1}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0, 6: 0}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0, 6: 0}",1
26645,[C:1]-[C:2]>>[C:1]-[Li].O-[C:2]_00_00_02,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 2}",2
26646,[O:4].[O:3].[n:1]-[C:2]>>[n:1].O-[C:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3].[O:4]-C1-C-C-C-C-O-1_10-1-1_0000_0000,"{'A': [3, 4], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1, 4: -1}","{1: 0, 2: 0, 3: 0, 4: 0}","{1: 0, 2: 0, 3: 0, 4: 0}",1
26647,[O:3].[O:1]-[C:2]>>[O:1].I-[C:2].[O:3]-C-c1:c:c:c:c:c:1_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",3
26648,[O:3].[O:4].[c:1]-[C:2]>>Br-[c:1].C-[Si](-C)(-C)-[C:2].C-C(-C)(-[O:3])-[O:4]_00-1-1_0000_0000,"{'A': [3, 4], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 4: -1, 1: 0, 2: 0}","{3: 0, 4: 0, 1: 0, 2: 0}","{3: 0, 4: 0, 1: 0, 2: 0}",1
26649,[O:3].[O:4].[C:1]-[C:2]>>[C:1].Br-[C:2].C-C-[O:3].C-C-[O:4]_10-1-1_0000_0000,"{'A': [3, 4], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 1: 1, 4: -1, 2: 0}","{3: 0, 1: 0, 4: 0, 2: 0}","{3: 0, 1: 0, 4: 0, 2: 0}",1
26650,[O:2].[S:1]>>C-C(=O)-[S:1].C-C(-C)(-C)-[Si](-C)(-C)-[O:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
26651,[C:1]=[C:4](-[C:3]=[N:2])-[C:5]=[N:6]>>O=[C:1].[N:2]-[c:3]:[c:4]:[c:5]:[n:6]_010100_000000_000000,"{'A': [], 'B': [(1, 4)], 'C': [(3, 2), (2, 3), (5, 6), (6, 5)], 'R': []}","{1: 0, 4: 1, 3: 0, 2: 1, 6: 0, 5: 0}","{1: 0, 4: 0, 3: 0, 2: 0, 6: 0, 5: 0}","{1: 0, 4: 0, 3: 0, 2: 0, 6: 0, 5: 0}",1
26652,[c:1]-[C:2]>>I-[c:1].C-C(-C)(-C)-C(=O)-O-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
26653,[N:2].[C:1]#[C:3]>>O=[C:1].O=C(-[N:2])-c1:c:c:c:c:c:1.C-O-P(=O)(-O-C)-[C:3](=[N+]=[N-])-C(-C)=O_1-1-1_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{3: -1, 1: 1, 2: -1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
26654,[C:3]-[C:2]-[C:1]=[O:4]>>C-O-[C:1](-[C:2]=[C:3])-[O:4]-C_0-1-10_0000_0000,"{'A': [4, 1], 'B': [], 'C': [(2, 3), (3, 2)], 'R': []}","{4: 0, 1: 0, 2: -1, 3: -1}","{4: 0, 1: 0, 2: 0, 3: 0}","{4: 0, 1: 0, 2: 0, 3: 0}",1
26655,[O:3].[O:1].[O:2].[O:4].[N:5]>>C-C(-C)(-C)-[O:1].C-C(-C)(-C)-[O:2].C-C(-C)(-[O:3])-[O:4].C-C(-C)(-C)-O-C(=O)-[N:5]_-1-1-1-1-1_00000_00000,"{'A': [3, 4, 1, 2, 5], 'B': [], 'C': [], 'R': []}","{3: -1, 4: -1, 1: -1, 2: -1, 5: -1}","{3: 0, 4: 0, 1: 0, 2: 0, 5: 0}","{3: 0, 4: 0, 1: 0, 2: 0, 5: 0}",1
26656,[N:3]-[c:4]1:[n:5]:[c:1]:[c:2]:[n:6]:1>>Br-[C:1]-[C:2]=O.[N:3]=[C:4](-[N:5])-[N:6]_10-1021_000000_000000,"{'A': [], 'B': [(1, 5), (2, 6)], 'C': [(3, 4), (4, 3)], 'R': []}","{3: -1, 4: 0, 5: 2, 1: 1, 2: 0, 6: 1}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0, 6: 0}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0, 6: 0}",3
26657,[N:2].[C:1]-[N:3]>>O-[C:1].C-C(-C)(-C)-O-C(=O)-[N:2].O=C(-[N:3])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_0-10_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -1, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
26658,[O:5].[O:1]-[C:3]-[C:4]-[O:2]>>[O:1].[O:2].O-[C:3]-[C:4]-O.[O:5]-C-c1:c:c:c:c:c:1_1100-1_00000_00000,"{'A': [5], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{5: -1, 1: 1, 3: 0, 4: 0, 2: 1}","{5: 0, 1: 0, 3: 0, 4: 0, 2: 0}","{5: 0, 1: 0, 3: 0, 4: 0, 2: 0}",1
26659,[O:2].[N:3].[N:4].[O:1]-[C:5]>>[O:1].C-C(-C)(-C)-[O:2].C-C(-C)(-C)-O-C(=O)-[N:3].C-C(-C)(-C)-O-C(=O)-[N:4].[C:5]-O-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_1-1-1-10_00000_00000,"{'A': [2, 3, 4], 'B': [(1, 5)], 'C': [], 'R': []}","{2: -1, 5: 0, 1: 1, 3: -1, 4: -1}","{2: 0, 5: 0, 1: 0, 3: 0, 4: 0}","{2: 0, 5: 0, 1: 0, 3: 0, 4: 0}",1
26660,[C:1]=[C:2]>>C-S(=O)(=O)-[C:1]-[C:2]_01_00_01,"{'A': [1], 'B': [], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 1, 1: 0}",1
26661,[O:1].[O:2].[C:3]=[O:4]>>C-[O:1].C-[O:2].C-O-[C:3]-[O:4]-C_-1-100_0000_0000,"{'A': [2, 3, 4, 1], 'B': [], 'C': [], 'R': []}","{2: -1, 3: 0, 4: 0, 1: -1}","{2: 0, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}",1
26662,[O:1].[O:2].[n:3]>>C-[O:1].C-C(-C)(-C)-[Si](-C)(-C)-[O:2].C-C(-C)(-C)-O-C(=O)-[n:3]_-1-1-1_000_000,"{'A': [3, 2, 1], 'B': [], 'C': [], 'R': []}","{3: -1, 2: -1, 1: -1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",2
26663,[s:4]:[n:3]:[c:2]=[O:1]>>C-C-[O:1]-[C:2]=O.O-S(=O)(=O)-O-[N:3].O=[S:4]-c1:c:c:c:c:c:1_0010_0000_0000,"{'A': [1], 'B': [(2, 3), (3, 4)], 'C': [], 'R': []}","{1: 0, 2: 0, 4: 0, 3: 1}","{1: 0, 2: 0, 4: 0, 3: 0}","{1: 0, 2: 0, 4: 0, 3: 0}",2
26664,[c:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[c:1].[N:2].O=[C:3]\[C:4]=[C:5]_12001_00000_00000,"{'A': [], 'B': [(2, 5), (1, 3)], 'C': [], 'R': []}","{5: 1, 4: 0, 3: 0, 1: 1, 2: 2}","{5: 0, 4: 0, 3: 0, 1: 0, 2: 0}","{5: 0, 4: 0, 3: 0, 1: 0, 2: 0}",1
26665,[N:3].[N:4].[O:1].[n:2]>>C-C-[Si](-[O:1])(-C-C)-C-C.[n:2]-[C@@H]1-C-C-C-C-O-1.C-C(-C)(-C)-O-C(=O)-[N:3].C-C(-C)(-C)-O-C(=O)-[N:4]_-1-1-1-1_0000_0000,"{'A': [1, 4, 2, 3], 'B': [], 'C': [], 'R': []}","{1: -1, 4: -1, 2: -1, 3: -1}","{1: 0, 4: 0, 2: 0, 3: 0}","{1: 0, 4: 0, 2: 0, 3: 0}",1
26666,[N:1].[C:6]1=[N:5]-[C:4]-[C:3]-[C:2]=[C:7]-1>>O=C1-[N:1]-C(=O)-c2:c:c:c:c:c:2-1.[c:2]1:[c:3]:[c:4]:[n:5]:[c:6]:[c:7]:1_-20-1-1000_0000000_0000000,"{'A': [1], 'B': [], 'C': [(2, 7), (7, 2), (2, 3), (3, 2), (7, 6), (6, 7), (6, 5), (5, 6), (5, 4), (4, 5), (4, 3), (3, 4)], 'R': []}","{2: 0, 7: 0, 6: 0, 5: 0, 4: -1, 1: -2, 3: -1}","{2: 0, 7: 0, 6: 0, 5: 0, 4: 0, 1: 0, 3: 0}","{2: 0, 7: 0, 6: 0, 5: 0, 4: 0, 1: 0, 3: 0}",1
26667,[n:3].[N:1]-[C:4]-[N:2]>>[N:1].[N:2].C-C(-C)(-C)-O-C(=O)-[n:3].[C:4](-n1:c:c:n:c:1)-n1:c:c:n:c:1_11-10_0000_0000,"{'A': [3], 'B': [(1, 4), (2, 4)], 'C': [], 'R': []}","{3: -1, 1: 1, 4: 0, 2: 1}","{3: 0, 1: 0, 4: 0, 2: 0}","{3: 0, 1: 0, 4: 0, 2: 0}",1
26668,[c:6]1:[c:5]-[C:1]-[C:2]=[C:3]-[C:4]-1>>[c:1]:[c:2]:[c:3]:[c:4].C-[Si](-C)(-C)-[c:5]:[c:6]-O-S(=O)(=O)-C(-F)(-F)-F_000000_000000_000000,"{'A': [], 'B': [(1, 5), (4, 6)], 'C': [(3, 2), (2, 3)], 'R': []}","{5: 0, 6: 0, 4: 0, 3: 0, 2: 0, 1: 0}","{5: 0, 6: 0, 4: 0, 3: 0, 2: 0, 1: 0}","{5: 0, 6: 0, 4: 0, 3: 0, 2: 0, 1: 0}",1
26669,[O:1].[O:2]=[C:3]-[C:4]>>C-C(-C)(-C)-[Si](-C)(-C)-[O:1].C-C-[O:2]-[C:3]=[C:4]_-100-1_0000_0000,"{'A': [2, 1], 'B': [], 'C': [(3, 4), (4, 3)], 'R': []}","{2: 0, 3: 0, 4: -1, 1: -1}","{2: 0, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}",3
26670,[O:1]-[c:2].[O:3]=[C:4]>>[O:1].I-[c:2].C1-C-[O:3]-[C:4]-O-1_1000_0000_0000,"{'A': [4, 3], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1, 4: 0, 3: 0}","{2: 0, 1: 0, 4: 0, 3: 0}","{2: 0, 1: 0, 4: 0, 3: 0}",1
26671,[c:4]1:[n:3]:[c:2]:[n:1]:[c:6]:[c:5]:1>>[N:1]-[C:2]=[N:3].Cl-[C:4]=[C:5]-[C:6]=O_201000_000000_000000,"{'A': [], 'B': [(3, 4), (1, 6)], 'C': [], 'R': []}","{4: 0, 5: 0, 6: 0, 1: 2, 2: 0, 3: 1}","{4: 0, 5: 0, 6: 0, 1: 0, 2: 0, 3: 0}","{4: 0, 5: 0, 6: 0, 1: 0, 2: 0, 3: 0}",1
26672,[O:2].[n:1]>>C-C(-C)(-C)-O-C(=O)-[n:1].C-C(-C)(-C)-[Si](-[O:2])(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_-1-1_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: -1, 1: -1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
26673,[N:3].[N:1]-[c:2]>>[N:1].Br-[c:2].[N:3]-C-c1:c:c:c:c:c:1_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
